Household ID,Household Type,Person ID,Age,Sex,Position in Household,Tags
2625,family,10175,7,0,child,
2625,family,10176,8,1,child,
2626,family,10177,28,0,parent,
2626,family,10178,31,1,parent,
2626,family,10179,4,0,child,
2626,family,10180,5,1,child,
2627,family,10181,39,0,parent,
2627,family,10182,38,1,parent,
2627,family,10183,8,0,child,
2628,family,10184,61,0,parent,
2628,family,10185,61,1,parent,
2628,family,10186,11,1,child,
2629,family,10187,54,0,parent,
2629,family,10188,49,1,parent,
2629,family,10189,1,0,child,
2629,family,21159,80,1,grandparent,
2630,family,10190,27,0,parent,
2630,family,10191,28,1,parent,
2630,family,10192,5,0,child,
2631,family,10193,60,0,parent,
2631,family,10194,61,1,parent,
2631,family,10195,13,0,child,
2631,family,10196,12,0,child,
2632,family,10197,49,0,parent,
2632,family,10198,47,1,parent,
2632,family,10199,7,0,child,
2633,family,10200,25,0,parent,
2633,family,10201,29,1,parent,
2633,family,10202,8,0,child,
2634,family,10203,31,0,parent,
2634,family,10204,32,1,parent,
2634,family,10205,1,0,child,
2635,family,10206,35,0,parent,
2635,family,10207,43,1,parent,
2635,family,10208,5,1,child,
2635,family,10209,9,0,child,
2635,family,10210,7,1,child,
2636,family,10211,44,0,parent,
2636,family,10212,44,1,parent,
2636,family,10213,10,0,child,
2636,family,10214,13,0,child,
2636,family,10215,12,1,child,
2637,family,10216,58,0,parent,
2637,family,10217,62,1,parent,
2637,family,10218,14,0,child,
2637,family,10219,16,1,child,
2638,family,10220,37,0,parent,
2638,family,10221,42,1,parent,
2638,family,10222,1,1,child,
2638,family,10223,2,0,child,
2639,family,10224,32,0,parent,
2639,family,10225,32,1,parent,
2639,family,10226,0,0,child,
2639,family,10227,0,0,child,
2639,family,10228,3,1,child,
2640,family,10229,47,0,parent,
2640,family,10230,54,1,parent,
2640,family,10231,16,0,child,
2641,family,10232,41,0,parent,
2641,family,10233,40,1,parent,
2641,family,10234,5,1,child,
2641,family,10235,2,0,child,
2642,family,10236,29,0,parent,
2642,family,10237,30,1,parent,
2642,family,10238,6,0,child,
2642,family,10239,3,1,child,
2642,family,20664,65,1,grandparent,
2642,family,20665,63,0,grandparent,
2643,family,10240,61,0,parent,
2643,family,10241,55,1,parent,
2643,family,10242,9,0,child,
2644,family,10243,38,0,parent,
2644,family,10244,38,1,parent,
2644,family,10245,10,0,child,
2644,family,10246,9,0,child,
2644,family,10247,13,0,child,
2644,family,10248,8,0,child,
2644,family,10249,15,0,child,
2645,family,10250,42,0,parent,
2645,family,10251,40,1,parent,
2645,family,10252,5,1,child,
2646,family,10253,27,0,parent,
2646,family,10254,34,1,parent,
2646,family,10255,5,1,child,
2646,family,21863,48,0,grandparent,
2647,family,10256,34,0,parent,
2647,family,10257,26,1,parent,
2647,family,10258,8,0,child,
2648,family,10259,41,0,parent,
2648,family,10260,40,1,parent,
2648,family,10261,4,0,child,
2649,family,10262,47,0,parent,
2649,family,10263,53,1,parent,
2649,family,10264,17,1,child,
2649,family,21793,77,0,grandparent,
2649,family,21794,71,0,grandparent,
2650,family,10265,52,0,parent,
2650,family,10266,51,1,parent,
2650,family,10267,16,1,child,
2650,family,10268,13,0,child,
2651,family,10269,52,0,parent,
2651,family,10270,46,1,parent,
2651,family,10271,5,1,child,
2651,family,10272,2,1,child,
2651,family,10273,3,0,child,
2652,family,10274,41,0,parent,
2652,family,10275,44,1,parent,
2652,family,10276,2,1,child,
2652,family,10277,0,1,child,
2653,family,10278,41,0,parent,
2653,family,10279,41,1,parent,
2653,family,10280,8,1,child,
2653,family,10281,11,1,child,
2654,family,10282,38,0,parent,
2654,family,10283,44,1,parent,
2654,family,10284,0,0,child,
2654,family,10285,1,0,child,
2655,family,10286,26,0,parent,
2655,family,10287,30,1,parent,
2655,family,10288,3,0,child,
2656,family,10289,38,0,parent,
2656,family,10290,35,1,parent,
2656,family,10291,12,0,child,
2657,family,10292,29,0,parent,
2657,family,10293,31,1,parent,
2657,family,10294,6,1,child,
2657,family,10295,7,1,child,
2658,family,10296,46,0,parent,
2658,family,10297,47,1,parent,
2658,family,10298,2,1,child,
2659,family,10299,34,0,parent,
2659,family,10300,25,1,parent,
2659,family,10301,5,1,child,
2660,family,10302,26,0,parent,
2660,family,10303,28,1,parent,
2660,family,10304,8,0,child,
2661,family,10305,41,0,parent,
2661,family,10306,42,1,parent,
2661,family,10307,0,1,child,
2661,family,10308,1,1,child,
2661,family,21318,73,0,grandparent,
2662,family,10309,44,0,parent,
2662,family,10310,39,1,parent,
2662,family,10311,1,1,child,
2662,family,10312,3,0,child,
2662,family,10313,6,0,child,
2663,family,10314,39,0,parent,
2663,family,10315,43,1,parent,
2663,family,10316,14,0,child,
2663,family,20834,66,1,grandparent,
2663,family,20835,60,1,grandparent,
2664,family,10317,30,0,parent,
2664,family,10318,28,1,parent,
2664,family,10319,3,1,child,
2664,family,10320,5,0,child,
2665,family,10321,33,0,parent,
2665,family,10322,30,1,parent,
2665,family,10323,0,0,child,
2665,family,10324,1,1,child,
2665,family,10325,0,0,child,
2666,family,10326,55,0,parent,
2666,family,10327,56,1,parent,
2666,family,10328,11,0,child,
2666,family,10329,12,0,child,
2667,family,10330,36,0,parent,
2667,family,10331,35,1,parent,
2667,family,10332,16,1,child,
2668,family,10333,57,0,parent,
2668,family,10334,56,1,parent,
2668,family,10335,14,0,child,
2668,family,10336,15,0,child,
2668,family,20810,82,1,grandparent,
2668,family,20811,76,0,grandparent,
2669,family,10337,31,0,parent,
2669,family,10338,29,1,parent,
2669,family,10339,3,0,child,
2670,family,10340,27,0,parent,
2670,family,10341,31,1,parent,
2670,family,10342,9,1,child,
2671,family,10343,25,0,parent,
2671,family,10344,27,1,parent,
2671,family,10345,4,0,child,
2671,family,10346,6,1,child,
2672,family,10347,40,0,parent,
2672,family,10348,35,1,parent,
2672,family,10349,2,0,child,
2673,family,10350,40,0,parent,
2673,family,10351,37,1,parent,
2673,family,10352,14,1,child,
2673,family,20614,71,1,grandparent,
2673,family,20615,74,1,grandparent,
2674,family,10353,41,0,parent,
2674,family,10354,40,1,parent,
2674,family,10355,8,0,child,
2674,family,10356,11,0,child,
2674,family,10357,4,0,child,
2674,family,10358,5,1,child,
2674,family,10359,4,0,child,
2674,family,10360,5,1,child,
2674,family,21578,81,0,grandparent,
2674,family,21579,67,0,grandparent,
2675,family,10361,43,0,parent,
2675,family,10362,35,1,parent,
2675,family,10363,13,1,child,
2676,family,10364,29,0,parent,
2676,family,10365,33,1,parent,
2676,family,10366,6,0,child,
2676,family,21308,55,0,grandparent,
2677,family,10367,40,0,parent,
2677,family,10368,42,1,parent,
2677,family,10369,4,0,child,
2677,family,10370,0,1,child,
2677,family,10371,1,1,child,
2678,family,10372,36,0,parent,
2678,family,10373,42,1,parent,
2678,family,10374,10,1,child,
2678,family,10375,7,1,child,
2679,family,10376,19,0,parent,
2679,family,10377,16,1,parent,
2679,family,10378,0,1,child,
2679,family,10379,0,1,child,
2679,family,10380,0,0,child,
2679,family,10381,0,1,child,
2680,family,10382,35,0,parent,
2680,family,10383,38,1,parent,
2680,family,10384,2,1,child,
2680,family,10385,1,0,child,
2681,family,10386,38,0,parent,
2681,family,10387,42,1,parent,
2681,family,10388,1,1,child,
2682,family,10389,40,0,parent,
2682,family,10390,42,1,parent,
2682,family,10391,6,1,child,
2682,family,10392,7,1,child,
2683,family,10393,28,0,parent,
2683,family,10394,29,1,parent,
2683,family,10395,1,0,child,
2683,family,10396,0,0,child,
2684,family,10397,48,0,parent,
2684,family,10398,52,1,parent,
2684,family,10399,1,1,child,
2684,family,10400,2,0,child,
2684,family,21821,78,0,grandparent,
2685,family,10401,41,0,parent,
2685,family,10402,36,1,parent,
2685,family,10403,14,0,child,
2685,family,10404,17,1,child,
2685,family,10405,11,0,child,
2686,family,10406,43,0,parent,
2686,family,10407,39,1,parent,
2686,family,10408,12,1,child,
2686,family,10409,13,0,child,
2686,family,21361,62,1,grandparent,
2686,family,21362,67,0,grandparent,
2687,family,10410,39,0,parent,
2687,family,10411,38,1,parent,
2687,family,10412,11,0,child,
2687,family,10413,12,1,child,
2687,family,10414,9,0,child,
2688,family,10415,42,0,parent,
2688,family,10416,39,1,parent,
2688,family,10417,14,0,child,
2688,family,10418,13,0,child,
2688,family,10419,15,1,child,
2689,family,10420,32,0,parent,
2689,family,10421,30,1,parent,
2689,family,10422,0,1,child,
2689,family,10423,2,1,child,
2689,family,10424,4,0,child,
2689,family,20585,58,0,grandparent,
2689,family,20586,61,0,grandparent,
2690,family,10425,26,0,parent,
2690,family,10426,34,1,parent,
2690,family,10427,0,1,child,
2691,family,10428,54,0,parent,
2691,family,10429,46,1,parent,
2691,family,10430,15,1,child,
2691,family,10431,16,1,child,
2691,family,20863,76,0,grandparent,
2692,family,10432,36,0,parent,
2692,family,10433,39,1,parent,
2692,family,10434,5,1,child,
2692,family,10435,2,0,child,
2693,family,10436,52,0,parent,
2693,family,10437,52,1,parent,
2693,family,10438,17,0,child,
2693,family,10439,15,1,child,
2694,family,10440,31,0,parent,
2694,family,10441,31,1,parent,
2694,family,10442,2,0,child,
2694,family,10443,0,0,child,
2695,family,10444,29,0,parent,
2695,family,10445,32,1,parent,
2695,family,10446,5,1,child,
2695,family,10447,10,1,child,
2695,family,10448,8,0,child,
2696,family,10449,30,0,parent,
2696,family,10450,25,1,parent,
2696,family,10451,0,0,child,
2696,family,10452,0,1,child,
2696,family,10453,0,0,child,
2697,family,10454,35,0,parent,
2697,family,10455,36,1,parent,
2697,family,10456,2,0,child,
2697,family,10457,3,0,child,
2697,family,10458,3,0,child,
2698,family,10459,30,0,parent,
2698,family,10460,34,1,parent,
2698,family,10461,0,0,child,
2698,family,10462,1,0,child,
2699,family,10463,62,0,parent,
2699,family,10464,59,1,parent,
2699,family,10465,17,0,child,
2699,family,10466,13,1,child,
2699,family,10467,16,1,child,
2700,family,10468,32,0,parent,
2700,family,10469,26,1,parent,
2700,family,10470,6,0,child,
2700,family,21431,67,1,grandparent,
2701,family,10471,43,0,parent,
2701,family,10472,38,1,parent,
2701,family,10473,0,0,child,
2702,family,10474,44,0,parent,
2702,family,10475,41,1,parent,
2702,family,10476,4,0,child,
2702,family,10477,3,1,child,
2702,family,21217,66,0,grandparent,
2702,family,21218,76,1,grandparent,
2703,family,10478,40,0,parent,
2703,family,10479,35,1,parent,
2703,family,10480,10,1,child,
2703,family,10481,12,0,child,
2704,family,10482,36,0,parent,
2704,family,10483,35,1,parent,
2704,family,10484,10,0,child,
2705,family,10485,16,0,parent,
2705,family,10486,19,1,parent,
2705,family,10487,0,1,child,
2705,family,10488,0,0,child,
2706,family,10489,54,0,parent,
2706,family,10490,51,1,parent,
2706,family,10491,10,1,child,
2706,family,10492,12,0,child,
2707,family,10493,39,0,parent,
2707,family,10494,41,1,parent,
2707,family,10495,13,0,child,
2708,family,10496,58,0,parent,
2708,family,10497,57,1,parent,
2708,family,10498,16,1,child,
2708,family,10499,16,0,child,
2709,family,10500,57,0,parent,
2709,family,10501,62,1,parent,
2709,family,10502,16,0,child,
2709,family,10503,13,0,child,
2709,family,10504,12,1,child,
2710,family,10505,27,0,parent,
2710,family,10506,32,1,parent,
2710,family,10507,10,0,child,
2711,family,10508,41,0,parent,
2711,family,10509,37,1,parent,
2711,family,10510,17,1,child,
2711,family,10511,16,0,child,
2712,family,10512,64,0,parent,
2712,family,10513,64,1,parent,
2712,family,10514,16,1,child,
2713,family,10515,26,0,parent,
2713,family,10516,25,1,parent,
2713,family,10517,5,0,child,
2713,family,10518,3,1,child,
2714,family,10519,36,0,parent,
2714,family,10520,39,1,parent,
2714,family,10521,12,1,child,
2714,family,10522,13,0,child,
2714,family,21088,64,1,grandparent,
2714,family,21089,68,0,grandparent,
2715,family,10523,52,0,parent,
2715,family,10524,49,1,parent,
2715,family,10525,1,1,child,
2715,family,10526,4,0,child,
2715,family,10527,6,1,child,
2716,family,10528,46,0,parent,
2716,family,10529,48,1,parent,
2716,family,10530,1,1,child,
2716,family,10531,0,0,child,
2716,family,20812,66,0,grandparent,
2717,family,10532,62,0,parent,
2717,family,10533,61,1,parent,
2717,family,10534,13,0,child,
2717,family,20885,89,1,grandparent,
2717,family,20886,95,0,grandparent,
2718,family,10535,54,0,parent,
2718,family,10536,50,1,parent,
2718,family,10537,4,1,child,
2718,family,10538,9,0,child,
2718,family,10539,13,1,child,
2718,family,10540,12,0,child,
2718,family,10541,9,1,child,
2718,family,10542,7,0,child,
2718,family,20894,74,1,grandparent,
2718,family,20895,86,1,grandparent,
2719,family,10543,27,0,parent,
2719,family,10544,33,1,parent,
2719,family,10545,3,0,child,
2719,family,21580,52,1,grandparent,
2720,family,10546,39,0,parent,
2720,family,10547,37,1,parent,
2720,family,10548,7,0,child,
2720,family,10549,8,0,child,
2720,family,10550,9,0,child,
2720,family,21140,55,0,grandparent,
2721,family,10551,54,0,parent,
2721,family,10552,49,1,parent,
2721,family,10553,0,0,child,
2721,family,10554,1,1,child,
2722,family,10555,46,0,parent,
2722,family,10556,47,1,parent,
2722,family,10557,11,0,child,
2723,family,10558,49,0,parent,
2723,family,10559,48,1,parent,
2723,family,10560,6,1,child,
2723,family,10561,5,1,child,
2724,family,10562,43,0,parent,
2724,family,10563,41,1,parent,
2724,family,10564,13,1,child,
2724,family,10565,10,0,child,
2724,family,20891,60,0,grandparent,
2724,family,20892,72,0,grandparent,
2725,family,10566,36,0,parent,
2725,family,10567,43,1,parent,
2725,family,10568,0,0,child,
2725,family,10569,0,1,child,
2725,family,10570,0,1,child,
2726,family,10571,35,0,parent,
2726,family,10572,40,1,parent,
2726,family,10573,8,0,child,
2726,family,10574,8,1,child,
2727,family,10575,44,0,parent,
2727,family,10576,36,1,parent,
2727,family,10577,1,0,child,
2727,family,10578,0,1,child,
2728,family,10579,32,0,parent,
2728,family,10580,33,1,parent,
2728,family,10581,14,1,child,
2728,family,10582,17,0,child,
2729,family,10583,69,0,parent,
2729,family,10584,65,1,parent,
2729,family,10585,16,1,child,
2729,family,20947,105,1,grandparent,
2729,family,20948,96,0,grandparent,
2730,family,10586,46,0,parent,
2730,family,10587,54,1,parent,
2730,family,10588,13,0,child,
2731,family,10589,33,0,parent,
2731,family,10590,34,1,parent,
2731,family,10591,1,0,child,
2731,family,10592,0,1,child,
2731,family,10593,9,0,child,
2731,family,10594,4,0,child,
2731,family,10595,7,1,child,
2732,family,10596,42,0,parent,
2732,family,10597,41,1,parent,
2732,family,10598,12,0,child,
2732,family,10599,13,1,child,
2733,family,10600,33,0,parent,
2733,family,10601,30,1,parent,
2733,family,10602,4,0,child,
2733,family,10603,2,1,child,
2733,family,10604,7,0,child,
2733,family,21325,60,1,grandparent,
2733,family,21326,48,1,grandparent,
2734,family,10605,47,0,parent,
2734,family,10606,51,1,parent,
2734,family,10607,9,0,child,
2734,family,10608,7,0,child,
2735,family,10609,32,0,parent,
2735,family,10610,30,1,parent,
2735,family,10611,14,0,child,
2735,family,21455,60,1,grandparent,
2736,family,10612,56,0,parent,
2736,family,10613,60,1,parent,
2736,family,10614,17,1,child,
2737,family,10615,26,0,parent,
2737,family,10616,28,1,parent,
2737,family,10617,0,1,child,
2737,family,10618,0,0,child,
2737,family,10619,0,0,child,
2737,family,20974,47,0,grandparent,
2737,family,20975,54,0,grandparent,
2738,family,10620,32,0,parent,
2738,family,10621,31,1,parent,
2738,family,10622,13,0,child,
2738,family,10623,16,1,child,
2739,family,10624,37,0,parent,
2739,family,10625,40,1,parent,
2739,family,10626,10,0,child,
2739,family,10627,9,1,child,
2740,family,10628,39,0,parent,
2740,family,10629,44,1,parent,
2740,family,10630,1,0,child,
2740,family,10631,3,1,child,
2740,family,10632,5,0,child,
2741,family,10633,54,0,parent,
2741,family,10634,45,1,parent,
2741,family,10635,13,0,child,
2742,family,10636,33,0,parent,
2742,family,10637,32,1,parent,
2742,family,10638,8,1,child,
2743,family,10639,26,0,parent,
2743,family,10640,29,1,parent,
2743,family,10641,11,1,child,
2743,family,10642,9,0,child,
2743,family,10643,8,1,child,
2744,family,10644,52,0,parent,
2744,family,10645,52,1,parent,
2744,family,10646,12,1,child,
2744,family,10647,11,1,child,
2744,family,21160,86,1,grandparent,
2744,family,21161,80,0,grandparent,
2745,family,10648,44,0,parent,
2745,family,10649,43,1,parent,
2745,family,10650,3,0,child,
2746,family,10651,32,0,parent,
2746,family,10652,33,1,parent,
2746,family,10653,0,1,child,
2746,family,10654,0,1,child,
2747,family,10655,51,0,parent,
2747,family,10656,45,1,parent,
2747,family,10657,13,0,child,
2747,family,10658,16,1,child,
2747,family,21757,86,0,grandparent,
2748,family,10659,78,0,parent,
2748,family,10660,82,1,parent,
2748,family,10661,0,0,child,
2748,family,10662,0,1,child,
2749,family,10663,47,0,parent,
2749,family,10664,54,1,parent,
2749,family,10665,14,0,child,
2749,family,10666,16,1,child,
2749,family,10667,14,1,child,
2749,family,10668,12,1,child,
2749,family,10669,11,0,child,
2750,family,10670,39,0,parent,
2750,family,10671,40,1,parent,
2750,family,10672,12,1,child,
2750,family,10673,10,0,child,
2750,family,10674,7,1,child,
2751,family,10675,29,0,parent,
2751,family,10676,29,1,parent,
2751,family,10677,10,0,child,
2751,family,10678,9,1,child,
2752,family,10679,41,0,parent,
2752,family,10680,41,1,parent,
2752,family,10681,3,0,child,
2753,family,10682,38,0,parent,
2753,family,10683,41,1,parent,
2753,family,10684,7,0,child,
2753,family,10685,6,0,child,
2754,family,10686,51,0,parent,
2754,family,10687,47,1,parent,
2754,family,10688,16,0,child,
2755,family,10689,42,0,parent,
2755,family,10690,38,1,parent,
2755,family,10691,5,0,child,
2755,family,10692,8,0,child,
2756,family,10693,25,0,parent,
2756,family,10694,31,1,parent,
2756,family,10695,2,1,child,
2756,family,10696,4,0,child,
2756,family,10697,7,1,child,
2757,family,10698,51,0,parent,
2757,family,10699,46,1,parent,
2757,family,10700,3,0,child,
2757,family,10701,7,0,child,
2757,family,10702,5,1,child,
2758,family,10703,29,0,parent,
2758,family,10704,33,1,parent,
2758,family,10705,7,1,child,
2759,family,10706,31,0,parent,
2759,family,10707,27,1,parent,
2759,family,10708,1,1,child,
2759,family,10709,0,1,child,
2759,family,20880,57,0,grandparent,
2759,family,20881,53,0,grandparent,
2760,family,10710,50,0,parent,
2760,family,10711,45,1,parent,
2760,family,10712,5,0,child,
2761,family,10713,48,0,parent,
2761,family,10714,49,1,parent,
2761,family,10715,10,1,child,
2762,family,10716,45,0,parent,
2762,family,10717,50,1,parent,
2762,family,10718,0,1,child,
2762,family,10719,0,1,child,
2763,family,10720,26,0,parent,
2763,family,10721,30,1,parent,
2763,family,10722,5,1,child,
2763,family,10723,4,1,child,
2764,family,10724,30,0,parent,
2764,family,10725,27,1,parent,
2764,family,10726,12,0,child,
2764,family,10727,11,0,child,
2765,family,10728,32,0,parent,
2765,family,10729,33,1,parent,
2765,family,10730,9,0,child,
2765,family,10731,9,0,child,
2766,family,10732,29,0,parent,
2766,family,10733,28,1,parent,
2766,family,10734,5,0,child,
2766,family,10735,8,0,child,
2766,family,10736,3,0,child,
2766,family,10737,0,1,child,
2766,family,10738,0,1,child,
2766,family,10739,9,0,child,
2766,family,10740,0,0,child,
2766,family,10741,11,0,child,
2767,family,10742,25,0,parent,
2767,family,10743,27,1,parent,
2767,family,10744,4,1,child,
2768,family,10745,43,0,parent,
2768,family,10746,44,1,parent,
2768,family,10747,7,1,child,
2769,family,10748,38,0,parent,
2769,family,10749,36,1,parent,
2769,family,10750,12,0,child,
2769,family,10751,14,0,child,
2769,family,10752,9,0,child,
2770,family,10753,41,0,parent,
2770,family,10754,40,1,parent,
2770,family,10755,3,0,child,
2770,family,10756,7,0,child,
2770,family,10757,9,1,child,
2770,family,10758,6,1,child,
2771,family,10759,51,0,parent,
2771,family,10760,51,1,parent,
2771,family,10761,15,1,child,
2772,family,10762,50,0,parent,
2772,family,10763,47,1,parent,
2772,family,10764,14,1,child,
2772,family,10765,16,0,child,
2773,family,10766,40,0,parent,
2773,family,10767,38,1,parent,
2773,family,10768,9,1,child,
2774,family,10769,38,0,parent,
2774,family,10770,39,1,parent,
2774,family,10771,7,0,child,
2774,family,20823,62,0,grandparent,
2774,family,20824,74,1,grandparent,
2775,family,10772,29,0,parent,
2775,family,10773,25,1,parent,
2775,family,10774,0,0,child,
2775,family,10775,0,0,child,
2776,family,10776,48,0,parent,
2776,family,10777,48,1,parent,
2776,family,10778,8,1,child,
2777,family,10779,25,0,parent,
2777,family,10780,29,1,parent,
2777,family,10781,8,1,child,
2777,family,10782,5,1,child,
2778,family,10783,29,0,parent,
2778,family,10784,26,1,parent,
2778,family,10785,10,1,child,
2779,family,10786,49,0,parent,
2779,family,10787,45,1,parent,
2779,family,10788,9,1,child,
2780,family,10789,29,0,parent,
2780,family,10790,25,1,parent,
2780,family,10791,4,0,child,
2780,family,21867,50,1,grandparent,
2780,family,21868,44,0,grandparent,
2781,family,10792,53,0,parent,
2781,family,10793,54,1,parent,
2781,family,10794,7,1,child,
2781,family,10795,6,1,child,
2781,family,10796,7,0,child,
2781,family,10797,8,1,child,
2782,family,10798,84,0,parent,
2782,family,10799,76,1,parent,
2782,family,10800,0,0,child,
2782,family,20998,106,1,grandparent,
2783,family,10801,45,0,parent,
2783,family,10802,53,1,parent,
2783,family,10803,17,0,child,
2783,family,10804,11,0,child,
2783,family,10805,14,0,child,
2783,family,10806,10,0,child,
2783,family,10807,14,1,child,
2783,family,10808,10,1,child,
2784,family,10809,25,0,parent,
2784,family,10810,34,1,parent,
2784,family,10811,3,0,child,
2784,family,10812,3,1,child,
2785,family,10813,62,0,parent,
2785,family,10814,64,1,parent,
2785,family,10815,12,0,child,
2785,family,10816,13,1,child,
2786,family,10817,31,0,parent,
2786,family,10818,26,1,parent,
2786,family,10819,2,0,child,
2787,family,10820,28,0,parent,
2787,family,10821,26,1,parent,
2787,family,10822,1,0,child,
2787,family,10823,4,1,child,
2787,family,10824,5,1,child,
2788,family,10825,41,0,parent,
2788,family,10826,35,1,parent,
2788,family,10827,3,0,child,
2788,family,10828,0,1,child,
2788,family,10829,0,1,child,
2788,family,10830,0,0,child,
2788,family,10831,0,0,child,
2788,family,10832,0,1,child,
2788,family,10833,0,1,child,
2789,family,10834,40,0,parent,
2789,family,10835,40,1,parent,
2789,family,10836,6,1,child,
2789,family,10837,9,1,child,
2790,family,10838,36,0,parent,
2790,family,10839,39,1,parent,
2790,family,10840,4,1,child,
2791,family,10841,53,0,parent,
2791,family,10842,46,1,parent,
2791,family,10843,1,1,child,
2791,family,10844,0,0,child,
2791,family,10845,0,1,child,
2792,family,10846,60,0,parent,
2792,family,10847,55,1,parent,
2792,family,10848,4,0,child,
2792,family,10849,8,1,child,
2792,family,10850,7,0,child,
2792,family,21575,81,0,grandparent,
2793,family,10851,32,0,parent,
2793,family,10852,34,1,parent,
2793,family,10853,9,0,child,
2793,family,10854,10,0,child,
2794,family,10855,42,0,parent,
2794,family,10856,35,1,parent,
2794,family,10857,10,1,child,
2794,family,10858,8,0,child,
2794,family,10859,7,0,child,
2795,family,10860,41,0,parent,
2795,family,10861,37,1,parent,
2795,family,10862,9,1,child,
2795,family,21132,66,1,grandparent,
2796,family,10863,30,0,parent,
2796,family,10864,27,1,parent,
2796,family,10865,11,0,child,
2797,family,10866,47,0,parent,
2797,family,10867,47,1,parent,
2797,family,10868,3,0,child,
2798,family,10869,64,0,parent,
2798,family,10870,61,1,parent,
2798,family,10871,14,0,child,
2799,family,10872,61,0,parent,
2799,family,10873,56,1,parent,
2799,family,10874,15,0,child,
2800,family,10875,42,0,parent,
2800,family,10876,36,1,parent,
2800,family,10877,8,1,child,
2800,family,10878,11,1,child,
2801,family,10879,35,0,parent,
2801,family,10880,42,1,parent,
2801,family,10881,15,0,child,
2801,family,10882,15,1,child,
2801,family,20908,64,0,grandparent,
2802,family,10883,38,0,parent,
2802,family,10884,42,1,parent,
2802,family,10885,14,0,child,
2802,family,21115,68,0,grandparent,
2802,family,21116,72,0,grandparent,
2803,family,10886,41,0,parent,
2803,family,10887,40,1,parent,
2803,family,10888,17,0,child,
2803,family,10889,14,1,child,
2803,family,20691,76,1,grandparent,
2804,family,10890,37,0,parent,
2804,family,10891,35,1,parent,
2804,family,10892,6,1,child,
2804,family,10893,9,1,child,
2804,family,21227,73,1,grandparent,
2804,family,21228,79,1,grandparent,
2805,family,10894,53,0,parent,
2805,family,10895,45,1,parent,
2805,family,10896,6,0,child,
2806,family,10897,40,0,parent,
2806,family,10898,36,1,parent,
2806,family,10899,6,0,child,
2806,family,10900,9,0,child,
2806,family,10901,7,0,child,
2807,family,10902,48,0,parent,
2807,family,10903,53,1,parent,
2807,family,10904,11,0,child,
2807,family,10905,8,1,child,
2808,family,10906,51,0,parent,
2808,family,10907,47,1,parent,
2808,family,10908,5,1,child,
2809,family,10909,38,0,parent,
2809,family,10910,44,1,parent,
2809,family,10911,4,1,child,
2809,family,10912,7,1,child,
2810,family,10913,36,0,parent,
2810,family,10914,42,1,parent,
2810,family,10915,11,1,child,
2811,family,10916,48,0,parent,
2811,family,10917,50,1,parent,
2811,family,10918,6,0,child,
2811,family,21093,84,1,grandparent,
2812,family,10919,54,0,parent,
2812,family,10920,49,1,parent,
2812,family,10921,16,0,child,
2813,family,10922,25,0,parent,
2813,family,10923,32,1,parent,
2813,family,10924,0,1,child,
2814,family,10925,59,0,parent,
2814,family,10926,60,1,parent,
2814,family,10927,9,0,child,
2815,family,10928,41,0,parent,
2815,family,10929,38,1,parent,
2815,family,10930,10,1,child,
2815,family,21510,64,1,grandparent,
2816,family,10931,29,0,parent,
2816,family,10932,32,1,parent,
2816,family,10933,3,1,child,
2817,family,10934,17,0,parent,
2817,family,10935,16,1,parent,
2817,family,10936,0,1,child,
2817,family,10937,1,1,child,
2818,family,10938,28,0,parent,
2818,family,10939,29,1,parent,
2818,family,10940,1,0,child,
2819,family,10941,40,0,parent,
2819,family,10942,41,1,parent,
2819,family,10943,3,1,child,
2819,family,10944,1,1,child,
2820,family,10945,50,0,parent,
2820,family,10946,46,1,parent,
2820,family,10947,0,0,child,
2820,family,10948,1,1,child,
2820,family,10949,0,1,child,
2821,family,10950,43,0,parent,
2821,family,10951,41,1,parent,
2821,family,10952,0,1,child,
2821,family,10953,2,0,child,
2822,family,10954,20,0,parent,
2822,family,10955,15,1,parent,
2822,family,10956,0,0,child,
2823,family,10957,43,0,parent,
2823,family,10958,40,1,parent,
2823,family,10959,9,1,child,
2823,family,10960,8,1,child,
2823,family,10961,6,1,child,
2824,family,10962,40,0,parent,
2824,family,10963,43,1,parent,
2824,family,10964,12,0,child,
2824,family,10965,7,1,child,
2824,family,10966,9,1,child,
2824,family,20845,68,0,grandparent,
2824,family,20846,71,0,grandparent,
2825,family,10967,35,0,parent,
2825,family,10968,42,1,parent,
2825,family,10969,2,1,child,
2825,family,10970,0,0,child,
2825,family,10971,0,0,child,
2825,family,10972,0,0,child,
2826,family,10973,44,0,parent,
2826,family,10974,35,1,parent,
2826,family,10975,5,1,child,
2826,family,10976,7,0,child,
2827,family,10977,38,0,parent,
2827,family,10978,41,1,parent,
2827,family,10979,14,0,child,
2827,family,10980,14,1,child,
2828,family,10981,60,0,parent,
2828,family,10982,58,1,parent,
2828,family,10983,9,0,child,
2829,family,10984,33,0,parent,
2829,family,10985,33,1,parent,
2829,family,10986,17,1,child,
2829,family,10987,14,0,child,
2830,family,10988,40,0,parent,
2830,family,10989,41,1,parent,
2830,family,10990,2,0,child,
2831,family,10991,42,0,parent,
2831,family,10992,43,1,parent,
2831,family,10993,14,1,child,
2832,family,10994,40,0,parent,
2832,family,10995,35,1,parent,
2832,family,10996,12,0,child,
2833,family,10997,48,0,parent,
2833,family,10998,48,1,parent,
2833,family,10999,4,1,child,
